tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr24655,31, Private, 208881, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24656,55, Private, 256953, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 44, United-States, <=50K
tr24657,26, Private, 100147, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, >50K
tr24658,51, Local-gov, 166461, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 40, United-States, >50K
tr24659,35, Private, 171327, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24660,42, Private, 297335, Assoc-acdm, 12, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, 0, 0, 31, Laos, <=50K
tr24661,63, ?, 133166, Doctorate, 16, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 12, United-States, <=50K
tr24662,31, Private, 169589, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr24663,22, Local-gov, 273734, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr24664,67, Private, 158301, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr24665,50, ?, 257117, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr24666,63, Private, 196725, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 24, United-States, <=50K
tr24667,31, Private, 137444, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24668,17, Private, 286960, 11th, 7, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24669,41, Local-gov, 201435, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr24670,53, Local-gov, 216931, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 38, United-States, <=50K
tr24671,44, Local-gov, 212665, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 99, United-States, <=50K
tr24672,24, Private, 462820, Bachelors, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24673,61, Private, 219886, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, >50K
tr24674,31, Private, 163003, Assoc-acdm, 12, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
tr24675,44, Private, 112262, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 5178, 0, 40, United-States, >50K
tr24676,56, Private, 213105, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 36, United-States, >50K
tr24677,66, Private, 302072, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr24678,45, Private, 338105, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K
tr24679,69, Self-emp-not-inc, 58213, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 45, United-States, >50K
tr24680,64, Private, 125684, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24681,38, Private, 215419, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 36, United-States, >50K
tr24682,43, Local-gov, 413760, Some-college, 10, Separated, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr24683,37, Private, 205339, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 49, United-States, <=50K
tr24684,19, Private, 236570, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, <=50K
tr24685,59, Self-emp-not-inc, 247552, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24686,50, Federal-gov, 184007, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24687,33, Private, 341187, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24688,56, Private, 220187, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, >50K
tr24689,28, Private, 198258, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24690,27, Private, 175821, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 34, United-States, <=50K
tr24691,42, Private, 92288, Masters, 14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, ?, <=50K
tr24692,34, Private, 261418, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24693,19, Private, 203319, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr24694,68, Self-emp-not-inc, 166083, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24695,81, ?, 106765, Some-college, 10, Widowed, ?, Unmarried, White, Female, 0, 0, 4, United-States, <=50K
tr24696,22, Self-emp-not-inc, 197387, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24697,58, Private, 284834, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24698,31, Private, 87535, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr24699,17, Local-gov, 175587, 11th, 7, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr24700,23, Private, 161478, Some-college, 10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 23, United-States, <=50K
tr24701,25, Private, 51498, 12th, 8, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr24702,47, Private, 220124, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24703,39, Private, 188503, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 60, United-States, >50K
tr24704,44, Private, 113324, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24705,46, Private, 208872, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24706,38, Self-emp-not-inc, 34180, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 35, United-States, <=50K
tr24707,23, Private, 292023, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr24708,34, Private, 141118, Bachelors, 13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
tr24709,33, Private, 348592, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
tr24710,38, Private, 185203, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
tr24711,52, Self-emp-not-inc, 165278, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24712,38, Private, 237608, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 2444, 45, United-States, >50K
tr24713,35, Private, 84787, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24714,67, Self-emp-not-inc, 217892, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 10605, 0, 35, United-States, >50K
tr24715,60, Private, 325971, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 7688, 0, 40, United-States, >50K
tr24716,44, Private, 206878, HS-grad, 9, Never-married, Sales, Other-relative, White, Female, 0, 0, 15, United-States, <=50K
tr24717,38, Self-emp-not-inc, 127772, HS-grad, 9, Divorced, Farming-fishing, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr24718,29, Private, 208577, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24719,65, Private, 344152, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5556, 0, 50, United-States, >50K
tr24720,29, ?, 95108, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24721,18, Private, 280603, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
tr24722,43, Private, 188436, Prof-school, 15, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24723,42, Private, 134220, Assoc-voc, 11, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
tr24724,42, Private, 177989, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24725,32, Private, 164190, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr24726,36, Private, 90897, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24727,41, State-gov, 33126, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24728,30, Private, 270886, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr24729,21, Private, 216129, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, <=50K
tr24730,33, Private, 189368, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, >50K
tr24731,19, ?, 141418, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr24732,19, Private, 306225, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States, <=50K
tr24733,35, Private, 330664, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24734,43, Private, 191765, HS-grad, 9, Divorced, Tech-support, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
tr24735,45, Private, 289353, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 24, United-States, <=50K
tr24736,25, Private, 53147, Bachelors, 13, Never-married, Exec-managerial, Own-child, Black, Male, 0, 0, 50, United-States, <=50K
tr24737,39, Self-emp-not-inc, 122353, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24738,26, Private, 188767, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24739,60, Private, 239576, Masters, 14, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 10, United-States, <=50K
tr24740,52, Local-gov, 155141, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
tr24741,22, Private, 64520, 12th, 8, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 30, United-States, <=50K
tr24742,23, Private, 478994, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr24743,46, Private, 155654, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr24744,34, Self-emp-not-inc, 124052, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K
tr24745,39, Private, 245053, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr24746,38, Private, 183585, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24747,56, Self-emp-not-inc, 323639, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States, <=50K
tr24748,55, Federal-gov, 186791, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr24749,40, Private, 284303, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7688, 0, 40, United-States, >50K
tr24750,23, Private, 186666, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24751,39, Private, 200153, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24752,51, Self-emp-not-inc, 183173, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24753,47, Self-emp-inc, 120131, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, Cuba, >50K
tr24754,25, Self-emp-not-inc, 263300, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr24755,34, Private, 226443, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
tr24756,18, Private, 404868, 11th, 7, Never-married, Sales, Own-child, Black, Female, 0, 1602, 20, United-States, <=50K
tr24757,19, Private, 208506, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 28, United-States, <=50K
tr24758,32, Private, 46746, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr24759,49, Private, 246183, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24760,40, ?, 165309, 7th-8th, 4, Separated, ?, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K
tr24761,43, Private, 122749, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
tr24762,71, Self-emp-inc, 38822, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 40, United-States, >50K
tr24763,59, Private, 167963, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr24764,32, Private, 273241, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
tr24765,25, Private, 120238, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24766,32, Private, 167990, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Ireland, <=50K
tr24767,17, Private, 225507, 11th, 7, Never-married, Handlers-cleaners, Not-in-family, Black, Female, 0, 0, 15, United-States, <=50K
tr24768,57, Self-emp-inc, 125000, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K
tr24769,17, Self-emp-not-inc, 174120, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr24770,27, Private, 230959, Bachelors, 13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
tr24771,41, Local-gov, 132125, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24772,62, ?, 68461, Doctorate, 16, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K
tr24773,19, Private, 227178, 11th, 7, Never-married, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr24774,41, Private, 165798, 5th-6th, 3, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, Puerto-Rico, <=50K
tr24775,39, Private, 129573, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
tr24776,30, Private, 224377, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr24777,37, Private, 179481, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24778,18, Private, 434268, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr24779,40, Self-emp-not-inc, 173716, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
tr24780,38, Self-emp-inc, 244803, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1485, 60, Cuba, >50K
tr24781,24, Private, 114230, HS-grad, 9, Never-married, Sales, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr24782,33, Private, 188661, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr24783,48, Private, 216093, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24784,51, Private, 124963, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr24785,48, Private, 85341, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr24786,43, Private, 193490, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr24787,34, Private, 80058, Prof-school, 15, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr24788,41, Private, 139907, Assoc-voc, 11, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr24789,51, Self-emp-inc, 54342, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Male, 27828, 0, 60, United-States, >50K
tr24790,25, Private, 188767, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr24791,20, Private, 117222, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr24792,61, Self-emp-inc, 171831, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 2829, 0, 45, United-States, <=50K
